age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
25,60000,2808953,60,0,804,1,7,0.7803,3.9013,Unemployed,Government,Business Loan,Tier 1,Parental,Minor Delay,Married,Female,0
21,25000,1041725,12,20000,678,3,6,4.2724,3.4724,Retired,Private Indian,Business Loan,Metro,Parental,Minor Delay,Married,Female,0
24,60000,2276479,60,0,666,4,8,0.6324,3.1618,Business Owner,Not Applicable,Personal Loan,Tier 2,Owned,Minor Delay,Single,Male,0
32,15000,2062039,60,20000,799,0,11,3.6245,11.4558,Salaried,Government,Home Loan,Tier 1,Rented,Clean,Widowed,Female,0
47,25000,1519065,60,0,586,4,11,1.0127,5.0636,Salaried,Public Sector,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Female,0
62,25000,2058580,24,2000,635,0,6,3.511,6.8619,Salaried,Government,Vehicle Loan,Metro,Rented,Clean,Widowed,Female,0
43,40000,2139843,84,5000,638,4,0,0.7619,4.458,Salaried,Private MNC,Vehicle Loan,Tier 2,Owned,Clean,Married,Male,0
45,40000,2801663,60,20000,755,3,9,1.6674,5.8368,Salaried,Private MNC,Vehicle Loan,Tier 1,Company Provided,Major Delay,Married,Male,0
41,60000,2350313,24,0,571,3,8,1.6322,3.2643,Salaried,Public Sector,Personal Loan,Tier 2,Rented,Serious Default,Divorced,Female,0
44,15000,1449509,180,10000,798,4,8,1.2035,8.0528,Student,Government,Personal Loan,Metro,Parental,Minor Delay,Married,Male,0
45,8000,1450171,84,10000,697,0,8,3.408,15.1059,Business Owner,Government,Business Loan,Tier 1,Owned,Clean,Single,Male,0
52,60000,2264934,36,0,783,4,9,1.0486,3.1457,Salaried,Private MNC,Home Loan,Metro,Company Provided,Clean,Married,Male,1
52,60000,838797,240,2000,799,0,0,0.0916,1.165,Salaried,Public Sector,Education Loan,Tier 1,Company Provided,Clean,Divorced,Female,1
25,8000,2481500,48,2000,637,3,8,5.0,25.849,Student,Private MNC,Personal Loan,Tier 3,Rented,Minor Delay,Single,Female,0
56,40000,448216,36,2000,701,2,3,0.3613,0.9338,Self Employed,Not Applicable,Vehicle Loan,Metro,Company Provided,Clean,Divorced,Female,1
62,25000,2990656,120,10000,681,1,13,1.3969,9.9689,Student,Public Sector,Education Loan,Metro,Parental,Clean,Divorced,Female,0
62,60000,102499,180,20000,694,3,8,0.3428,0.1424,Freelancer,Private MNC,Business Loan,Metro,Company Provided,Clean,Single,Male,1
59,90000,1355599,120,10000,654,4,4,0.2366,1.2552,Salaried,Startup,Vehicle Loan,Metro,Owned,Clean,Widowed,Female,1
36,60000,2478507,12,35000,789,4,2,4.0257,3.4424,Retired,Government,Home Loan,Metro,Parental,Minor Delay,Widowed,Male,1
53,60000,1242555,12,0,685,0,3,1.7258,1.7258,Self Employed,Private Indian,Education Loan,Tier 2,Parental,Clean,Widowed,Male,0
41,25000,2295560,60,0,673,1,4,1.5304,7.6519,Self Employed,Startup,Business Loan,Metro,Rented,Major Delay,Widowed,Female,0
29,60000,2854843,180,20000,789,3,8,0.5977,3.9651,Freelancer,Private MNC,Personal Loan,Metro,Parental,Clean,Divorced,Female,1
26,40000,421603,36,20000,766,1,2,0.7928,0.8783,Unemployed,Public Sector,Home Loan,Tier 2,Company Provided,Clean,Divorced,Other,0
55,8000,2478079,180,0,723,1,9,1.7209,25.8133,Unemployed,Private Indian,Vehicle Loan,Tier 1,Company Provided,Clean,Single,Female,0
59,40000,775311,36,2000,668,3,13,0.5884,1.6152,Freelancer,Public Sector,Education Loan,Metro,Rented,Minor Delay,Single,Female,0
42,90000,842904,48,10000,817,0,13,0.3062,0.7805,Business Owner,NGO,Business Loan,Tier 3,Company Provided,Clean,Widowed,Female,1
61,90000,2512448,120,0,615,0,6,0.2326,2.3263,Business Owner,Public Sector,Education Loan,Tier 1,Company Provided,Clean,Widowed,Male,1
25,15000,1251507,36,0,785,0,7,2.3176,6.9528,Retired,NGO,Home Loan,Tier 2,Parental,Serious Default,Widowed,Male,0
62,60000,1540194,48,5000,750,2,4,0.6181,2.1392,Business Owner,Not Applicable,Personal Loan,Tier 3,Rented,Clean,Widowed,Female,1
43,60000,1237910,180,35000,598,1,1,0.698,1.7193,Salaried,NGO,Personal Loan,Tier 3,Rented,Clean,Widowed,Male,0
37,25000,2027146,48,10000,705,2,5,2.0893,6.7572,Business Owner,Government,Home Loan,Metro,Company Provided,Clean,Divorced,Male,0
32,40000,2293778,240,10000,594,0,0,0.4889,4.7787,Salaried,Private MNC,Vehicle Loan,Metro,Company Provided,Clean,Divorced,Male,0
43,60000,1629872,48,2000,672,3,0,0.5993,2.2637,Salaried,Government,Education Loan,Tier 2,Owned,Clean,Divorced,Female,0
36,25000,1179375,48,5000,722,1,9,1.1828,3.9312,Salaried,NGO,Vehicle Loan,Tier 2,Rented,Clean,Divorced,Male,0
23,15000,1901246,60,0,618,3,9,2.1125,10.5625,Salaried,Public Sector,Business Loan,Metro,Parental,Serious Default,Widowed,Female,0
50,60000,2382170,12,35000,512,4,14,3.8919,3.3086,Salaried,Government,Vehicle Loan,Metro,Company Provided,Minor Delay,Divorced,Female,0
42,90000,1049529,120,2000,689,1,15,0.1194,0.9718,Salaried,Startup,Home Loan,Tier 2,Owned,Clean,Widowed,Male,1
29,40000,1377873,240,5000,717,3,8,0.2685,2.8706,Self Employed,Not Applicable,Personal Loan,Tier 2,Owned,Clean,Divorced,Male,1
49,60000,626380,240,20000,669,0,3,0.3768,0.87,Salaried,NGO,Home Loan,Tier 2,Parental,Clean,Divorced,Female,1
57,25000,2391059,12,0,698,2,3,5.0,7.9702,Salaried,Public Sector,Home Loan,Tier 2,Company Provided,Major Delay,Married,Male,0
43,15000,1671968,84,35000,685,3,2,3.6603,9.2887,Retired,Public Sector,Education Loan,Metro,Parental,Clean,Widowed,Male,0
33,40000,2302507,36,2000,618,4,9,1.649,4.7969,Retired,Startup,Home Loan,Metro,Company Provided,Major Delay,Widowed,Male,0
52,25000,1538221,48,2000,855,0,4,1.3619,5.1274,Salaried,Public Sector,Business Loan,Metro,Owned,Major Delay,Divorced,Male,0
43,90000,2093303,180,0,725,4,0,0.1292,1.9382,Retired,Private Indian,Education Loan,Tier 3,Company Provided,Clean,Single,Male,1
37,15000,1842470,48,20000,665,2,10,3.8923,10.2359,Self Employed,Private Indian,Education Loan,Tier 2,Owned,Serious Default,Widowed,Female,0
60,25000,1022461,180,20000,634,4,12,1.0272,3.4082,Salaried,Private MNC,Vehicle Loan,Tier 2,Rented,Clean,Divorced,Male,0
41,25000,78887,48,0,668,3,4,0.0657,0.263,Freelancer,Private MNC,Home Loan,Metro,Owned,Clean,Widowed,Female,1
22,90000,1537964,240,0,670,3,7,0.0712,1.424,Student,Government,Vehicle Loan,Tier 2,Parental,Clean,Widowed,Male,1
57,15000,2937939,84,20000,703,0,15,3.665,16.3219,Business Owner,Government,Vehicle Loan,Tier 3,Owned,Clean,Single,Male,0
26,8000,2319758,12,0,791,2,12,5.0,24.1641,Salaried,Not Applicable,Education Loan,Tier 2,Company Provided,Minor Delay,Single,Other,0
64,25000,301420,24,5000,635,2,3,0.7024,1.0047,Salaried,Startup,Vehicle Loan,Tier 2,Parental,Clean,Married,Male,0
38,60000,1694306,120,5000,714,1,15,0.3187,2.3532,Salaried,Startup,Vehicle Loan,Tier 1,Parental,Clean,Single,Female,1
50,15000,1028778,120,20000,763,1,11,1.9049,5.7154,Salaried,NGO,Education Loan,Tier 2,Rented,Clean,Divorced,Female,1
42,25000,2683719,36,5000,646,3,16,3.1819,8.9457,Salaried,Not Applicable,Education Loan,Tier 1,Rented,Clean,Single,Male,0
53,15000,695026,12,2000,645,4,7,3.9946,3.8613,Self Employed,Public Sector,Personal Loan,Tier 1,Rented,Clean,Married,Male,0
50,60000,713621,180,35000,579,4,3,0.6494,0.9911,Self Employed,Private MNC,Home Loan,Tier 3,Parental,Minor Delay,Divorced,Female,0
37,8000,2806986,120,0,834,0,7,2.9239,29.2394,Self Employed,NGO,Personal Loan,Metro,Parental,Minor Delay,Single,Male,0
63,25000,1714278,180,0,740,2,0,0.381,5.7143,Salaried,Private MNC,Education Loan,Tier 3,Company Provided,Clean,Married,Male,1
52,25000,1913398,12,0,654,3,12,5.0,6.378,Salaried,Private MNC,Business Loan,Metro,Parental,Clean,Married,Male,0
62,40000,2567293,36,35000,650,4,5,2.6578,5.3485,Salaried,Private MNC,Vehicle Loan,Tier 1,Rented,Minor Delay,Single,Male,0
34,60000,2491470,24,10000,617,1,9,1.8969,3.4604,Student,Government,Vehicle Loan,Tier 1,Owned,Clean,Single,Male,0
30,40000,2075131,12,0,712,3,18,4.3232,4.3232,Business Owner,Private Indian,Education Loan,Tier 1,Company Provided,Minor Delay,Married,Female,0
56,90000,2367231,60,10000,672,0,5,0.5495,2.1919,Salaried,NGO,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Divorced,Male,0
54,150000,1341527,36,2000,626,3,7,0.2618,0.7453,Salaried,Startup,Personal Loan,Metro,Owned,Clean,Divorced,Female,1
29,25000,254470,180,35000,638,4,5,1.4565,0.8482,Salaried,Startup,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Divorced,Female,0
62,60000,1404444,84,0,758,0,7,0.2787,1.9506,Self Employed,Private MNC,Business Loan,Tier 1,Rented,Clean,Married,Male,1
48,60000,1633527,240,10000,669,1,6,0.2801,2.2688,Self Employed,Private MNC,Home Loan,Tier 3,Rented,Clean,Married,Male,1
31,90000,459336,240,5000,601,1,12,0.0768,0.4253,Salaried,Government,Personal Loan,Tier 1,Company Provided,Clean,Divorced,Female,1
34,25000,674559,84,0,705,4,12,0.3212,2.2485,Salaried,Government,Home Loan,Metro,Company Provided,Clean,Married,Female,1
59,40000,2738828,24,20000,645,0,6,3.3529,5.7059,Salaried,Startup,Home Loan,Tier 3,Company Provided,Clean,Single,Female,0
39,25000,1150911,240,0,751,1,8,0.1918,3.8364,Salaried,Private MNC,Business Loan,Tier 3,Parental,Clean,Widowed,Female,1
35,60000,2190467,24,5000,820,0,6,1.6045,3.0423,Student,Private MNC,Business Loan,Metro,Parental,Major Delay,Married,Female,0
48,15000,2080245,36,10000,545,3,15,4.519,11.5569,Salaried,Not Applicable,Business Loan,Tier 3,Parental,Clean,Single,Female,0
44,25000,1500095,84,5000,643,2,0,0.9143,5.0003,Student,NGO,Business Loan,Tier 1,Owned,Clean,Divorced,Male,0
28,25000,99334,24,0,711,2,4,0.1656,0.3311,Business Owner,Startup,Personal Loan,Tier 3,Owned,Clean,Divorced,Male,1
63,25000,2334116,60,35000,693,2,10,2.9561,7.7804,Salaried,Government,Business Loan,Tier 1,Rented,Clean,Married,Female,0
29,40000,1290844,24,0,800,1,12,1.3446,2.6893,Self Employed,NGO,Personal Loan,Metro,Company Provided,Clean,Widowed,Female,1
53,15000,1950708,48,5000,698,4,14,3.0426,10.8373,Salaried,Startup,Vehicle Loan,Tier 2,Company Provided,Clean,Single,Male,0
53,25000,256823,36,10000,716,2,8,0.6854,0.8561,Self Employed,Government,Home Loan,Tier 3,Company Provided,Major Delay,Single,Female,0
39,90000,1803542,60,20000,734,4,5,0.5562,1.6699,Salaried,Government,Vehicle Loan,Metro,Rented,Major Delay,Divorced,Female,1
23,25000,822333,84,5000,645,2,7,0.5916,2.7411,Salaried,NGO,Vehicle Loan,Tier 1,Parental,Clean,Widowed,Male,0
30,60000,2964278,120,0,741,3,12,0.4117,4.1171,Self Employed,NGO,Education Loan,Tier 2,Owned,Clean,Divorced,Female,1
60,15000,2309477,180,10000,732,2,4,1.522,12.8304,Salaried,Government,Vehicle Loan,Tier 1,Owned,Clean,Widowed,Male,0
62,25000,729590,240,0,708,4,7,0.1216,2.432,Salaried,Private MNC,Vehicle Loan,Tier 2,Rented,Clean,Single,Male,1
21,60000,1891041,48,0,546,1,6,0.6566,2.6264,Student,Startup,Education Loan,Tier 2,Company Provided,Clean,Divorced,Female,0
49,60000,839097,48,20000,639,3,14,0.6247,1.1654,Retired,Government,Vehicle Loan,Tier 2,Company Provided,Major Delay,Divorced,Female,0
54,25000,339169,120,5000,714,4,2,0.3131,1.1306,Retired,Private Indian,Education Loan,Tier 3,Owned,Clean,Divorced,Female,1
33,150000,2563901,240,0,692,0,0,0.0712,1.4244,Self Employed,Not Applicable,Personal Loan,Tier 1,Parental,Major Delay,Widowed,Female,1
21,90000,1013401,24,5000,759,2,7,0.5247,0.9383,Salaried,Government,Home Loan,Tier 2,Owned,Serious Default,Single,Female,0
54,150000,1962669,84,0,760,3,11,0.1558,1.0904,Salaried,Government,Business Loan,Tier 2,Parental,Clean,Widowed,Male,1
49,25000,2005481,180,0,727,1,5,0.4457,6.6849,Student,NGO,Vehicle Loan,Tier 1,Parental,Major Delay,Divorced,Male,0
33,15000,2666134,60,0,760,0,0,2.9624,14.8119,Retired,Government,Personal Loan,Tier 1,Parental,Minor Delay,Married,Male,0
49,40000,1086484,60,10000,740,2,11,0.7027,2.2635,Salaried,Not Applicable,Home Loan,Tier 3,Parental,Clean,Married,Female,0
59,40000,373392,180,10000,657,3,5,0.3019,0.7779,Freelancer,Public Sector,Personal Loan,Metro,Company Provided,Clean,Single,Male,1
44,15000,2432353,12,5000,699,4,9,5.0,13.5131,Retired,NGO,Education Loan,Metro,Owned,Minor Delay,Single,Female,0
46,60000,1702108,84,0,612,2,6,0.3377,2.364,Business Owner,Private Indian,Personal Loan,Tier 3,Owned,Minor Delay,Single,Female,1
37,8000,251703,240,10000,819,3,0,1.3811,2.6219,Retired,Private MNC,Vehicle Loan,Metro,Parental,Major Delay,Married,Female,0
27,40000,2506327,84,2000,599,2,9,0.7959,5.2215,Salaried,Not Applicable,Vehicle Loan,Tier 3,Rented,Minor Delay,Married,Female,0
33,25000,565728,120,5000,533,3,10,0.3886,1.8858,Self Employed,NGO,Business Loan,Tier 1,Company Provided,Clean,Divorced,Male,0
25,60000,117173,48,20000,869,4,7,0.374,0.1627,Self Employed,Startup,Business Loan,Tier 1,Rented,Clean,Single,Male,1
46,25000,2882718,12,2000,692,2,2,5.0,9.6091,Business Owner,Startup,Vehicle Loan,Tier 1,Parental,Clean,Widowed,Male,0
23,60000,1684936,240,5000,771,3,17,0.2003,2.3402,Student,NGO,Personal Loan,Metro,Parental,Clean,Single,Female,1
27,40000,2604543,84,35000,758,0,9,1.6502,5.4261,Retired,Startup,Vehicle Loan,Tier 2,Rented,Clean,Single,Female,1
59,60000,284046,36,2000,783,1,1,0.1648,0.3945,Salaried,NGO,Personal Loan,Tier 3,Owned,Minor Delay,Divorced,Male,1
21,150000,2342007,48,5000,747,3,19,0.3586,1.3011,Salaried,Private MNC,Vehicle Loan,Tier 3,Owned,Clean,Divorced,Male,1
37,40000,406338,84,5000,747,3,4,0.2459,0.8465,Business Owner,Government,Home Loan,Tier 3,Rented,Minor Delay,Single,Female,1
63,150000,2873251,84,0,512,3,14,0.228,1.5963,Salaried,Private Indian,Personal Loan,Tier 2,Parental,Clean,Divorced,Male,1
45,8000,1316702,240,10000,622,2,11,1.9358,13.7156,Salaried,Startup,Education Loan,Metro,Company Provided,Clean,Widowed,Male,0
23,25000,2591410,48,10000,489,1,9,2.5595,8.638,Business Owner,Public Sector,Education Loan,Tier 1,Parental,Clean,Married,Female,0
35,15000,757717,60,0,634,2,14,0.8419,4.2095,Self Employed,Public Sector,Business Loan,Tier 2,Owned,Clean,Widowed,Male,0
49,25000,2768063,60,0,657,3,0,1.8454,9.2269,Unemployed,Private Indian,Home Loan,Metro,Owned,Serious Default,Married,Male,0
63,60000,2802878,36,35000,690,3,10,1.881,3.8929,Salaried,Startup,Education Loan,Tier 2,Parental,Minor Delay,Divorced,Male,0
52,8000,174716,24,5000,624,1,6,1.535,1.82,Salaried,Government,Vehicle Loan,Tier 2,Owned,Clean,Married,Female,0
46,40000,59907,180,0,671,0,20,0.0083,0.1248,Salaried,Startup,Education Loan,Tier 1,Rented,Minor Delay,Widowed,Female,1
36,40000,932257,240,0,658,2,0,0.0971,1.9422,Business Owner,Not Applicable,Vehicle Loan,Metro,Rented,Clean,Married,Male,1
45,40000,501095,240,5000,727,0,9,0.1772,1.0439,Freelancer,Government,Home Loan,Metro,Owned,Clean,Widowed,Male,1
48,40000,1557291,60,0,760,3,9,0.6489,3.2444,Salaried,Startup,Business Loan,Tier 3,Parental,Clean,Married,Male,1
29,60000,1015701,240,0,717,3,5,0.0705,1.4107,Salaried,Public Sector,Education Loan,Tier 2,Rented,Minor Delay,Divorced,Male,1
21,15000,2416781,48,10000,750,4,6,4.0233,13.4266,Salaried,Private MNC,Business Loan,Tier 2,Owned,Clean,Single,Female,0
49,25000,1410247,24,10000,715,4,5,2.7504,4.7008,Freelancer,NGO,Home Loan,Tier 3,Owned,Minor Delay,Married,Male,0
42,40000,2080680,36,2000,794,0,3,1.4949,4.3348,Salaried,Private Indian,Personal Loan,Metro,Company Provided,Clean,Widowed,Female,0
36,40000,2009612,12,0,849,4,3,4.1867,4.1867,Salaried,Government,Home Loan,Tier 3,Parental,Minor Delay,Divorced,Male,0
61,25000,830504,60,2000,504,1,7,0.6337,2.7683,Salaried,Private MNC,Home Loan,Tier 1,Owned,Minor Delay,Married,Female,0
64,90000,1869073,12,0,790,0,11,1.7306,1.7306,Retired,Government,Home Loan,Tier 3,Rented,Clean,Divorced,Female,1
61,25000,2238157,12,2000,596,4,4,5.0,7.4605,Salaried,Not Applicable,Personal Loan,Tier 2,Owned,Major Delay,Single,Male,0
27,25000,2729968,120,0,714,4,0,0.91,9.0999,Salaried,Private Indian,Personal Loan,Tier 2,Parental,Clean,Widowed,Male,0
34,8000,1071983,24,0,720,1,7,5.0,11.1665,Salaried,Not Applicable,Home Loan,Metro,Owned,Minor Delay,Single,Male,0
49,40000,1743495,180,2000,748,1,9,0.2922,3.6323,Salaried,Not Applicable,Personal Loan,Metro,Rented,Clean,Divorced,Male,1
39,60000,1388519,84,35000,695,0,6,0.8588,1.9285,Self Employed,Private MNC,Vehicle Loan,Metro,Rented,Clean,Single,Female,0
39,15000,1876650,48,0,699,2,8,2.6065,10.4258,Salaried,Not Applicable,Home Loan,Tier 2,Owned,Clean,Divorced,Male,0
22,25000,1013843,240,2000,727,1,12,0.249,3.3795,Self Employed,Private MNC,Education Loan,Tier 1,Company Provided,Minor Delay,Single,Male,1
61,60000,2032167,180,2000,672,4,7,0.2215,2.8225,Student,NGO,Vehicle Loan,Tier 3,Parental,Minor Delay,Widowed,Male,1
35,25000,1499238,36,2000,548,0,12,1.7458,4.9975,Freelancer,NGO,Home Loan,Metro,Rented,Clean,Married,Other,0
23,25000,231532,36,10000,699,2,9,0.6573,0.7718,Salaried,Private Indian,Education Loan,Tier 2,Parental,Clean,Single,Male,0
31,40000,1418980,48,2000,640,0,3,0.7891,2.9562,Salaried,Private Indian,Education Loan,Tier 2,Parental,Minor Delay,Widowed,Male,0
50,15000,2406825,240,10000,633,4,13,1.3352,13.3712,Freelancer,Government,Business Loan,Tier 2,Rented,Clean,Married,Other,0
60,90000,2565091,240,0,625,2,1,0.1188,2.3751,Self Employed,Not Applicable,Business Loan,Metro,Owned,Minor Delay,Divorced,Female,0
38,15000,1373663,60,20000,542,2,0,2.8596,7.6315,Student,Private MNC,Education Loan,Metro,Parental,Clean,Married,Female,0
22,60000,2550674,240,0,668,1,8,0.1771,3.5426,Student,Private Indian,Home Loan,Tier 1,Owned,Clean,Divorced,Male,1
52,40000,2315008,84,0,700,3,10,0.689,4.8229,Self Employed,NGO,Home Loan,Tier 1,Company Provided,Minor Delay,Widowed,Female,0
28,90000,433545,180,0,761,4,10,0.0268,0.4014,Salaried,Government,Home Loan,Tier 2,Company Provided,Major Delay,Widowed,Female,1
42,15000,1774391,180,0,652,3,1,0.6572,9.8577,Salaried,Startup,Home Loan,Metro,Parental,Clean,Married,Female,0
26,40000,271099,120,5000,826,4,8,0.1815,0.5648,Retired,NGO,Education Loan,Metro,Rented,Minor Delay,Married,Male,1
32,40000,1825384,48,2000,746,0,0,1.0007,3.8029,Business Owner,Private Indian,Personal Loan,Tier 3,Parental,Clean,Divorced,Male,0
60,40000,1125947,48,10000,610,3,9,0.8364,2.3457,Self Employed,NGO,Personal Loan,Tier 1,Owned,Major Delay,Single,Female,0
56,40000,1197322,84,0,660,2,8,0.3563,2.4944,Business Owner,Not Applicable,Home Loan,Metro,Owned,Clean,Married,Male,1
35,60000,1724112,240,2000,861,1,10,0.1531,2.3946,Self Employed,NGO,Business Loan,Tier 2,Parental,Minor Delay,Single,Male,1
48,90000,2435023,120,2000,760,4,11,0.2477,2.2547,Self Employed,Private MNC,Education Loan,Tier 3,Parental,Clean,Divorced,Female,1
38,15000,688288,60,5000,657,1,10,1.0981,3.8238,Salaried,Startup,Personal Loan,Tier 2,Parental,Major Delay,Single,Female,0
22,8000,2739971,60,0,771,4,1,5.0,28.5414,Self Employed,Private Indian,Education Loan,Tier 1,Company Provided,Clean,Married,Female,0
33,60000,1661961,180,0,599,2,5,0.1539,2.3083,Salaried,Not Applicable,Business Loan,Metro,Rented,Clean,Widowed,Female,1
35,15000,1011795,84,2000,655,2,2,0.9363,5.6211,Business Owner,Public Sector,Education Loan,Tier 2,Owned,Clean,Married,Male,0
40,150000,2632467,12,10000,513,2,0,1.5291,1.4625,Salaried,Private MNC,Business Loan,Metro,Company Provided,Clean,Single,Male,0
49,40000,727510,12,5000,748,2,11,1.6406,1.5156,Business Owner,Not Applicable,Business Loan,Tier 1,Company Provided,Clean,Married,Female,0
62,40000,2045258,240,0,606,2,11,0.213,4.261,Student,NGO,Vehicle Loan,Tier 2,Parental,Clean,Married,Female,0
49,15000,281944,180,0,693,1,3,0.1044,1.5664,Self Employed,Private MNC,Business Loan,Tier 1,Owned,Clean,Widowed,Male,1
23,25000,1950704,84,0,576,0,4,0.9289,6.5023,Salaried,Government,Vehicle Loan,Tier 2,Owned,Minor Delay,Single,Female,0
39,40000,2949232,12,2000,716,3,7,5.0,6.1442,Salaried,Not Applicable,Business Loan,Tier 1,Owned,Clean,Single,Male,0
23,90000,156371,24,5000,694,1,5,0.1279,0.1448,Salaried,Public Sector,Business Loan,Metro,Owned,Clean,Single,Male,1
34,150000,2445968,36,0,582,3,13,0.453,1.3589,Student,Private Indian,Education Loan,Tier 1,Parental,Major Delay,Single,Male,0
60,15000,2181745,36,2000,661,0,6,4.1736,12.1208,Business Owner,Public Sector,Vehicle Loan,Tier 2,Company Provided,Minor Delay,Widowed,Female,0
24,15000,457002,24,5000,710,4,3,1.6028,2.5389,Salaried,NGO,Personal Loan,Metro,Company Provided,Clean,Divorced,Male,0
31,8000,1894823,24,2000,735,0,10,5.0,19.7377,Salaried,Private Indian,Personal Loan,Tier 3,Company Provided,Clean,Divorced,Male,0
51,90000,857734,84,0,826,0,3,0.1135,0.7942,Unemployed,Not Applicable,Education Loan,Metro,Company Provided,Clean,Widowed,Male,1
63,25000,267872,120,2000,797,4,11,0.1693,0.8929,Salaried,Government,Personal Loan,Metro,Owned,Minor Delay,Single,Female,1
52,8000,2494436,48,2000,644,3,7,5.0,25.9837,Salaried,NGO,Personal Loan,Tier 2,Owned,Clean,Married,Male,0
47,15000,2482652,12,20000,643,2,12,5.0,13.7925,Salaried,NGO,Business Loan,Tier 3,Rented,Serious Default,Single,Male,0
50,25000,2720722,84,10000,585,4,12,1.6956,9.0691,Salaried,Startup,Home Loan,Metro,Parental,Clean,Divorced,Female,0
63,150000,702739,120,0,619,4,1,0.039,0.3904,Salaried,Public Sector,Home Loan,Metro,Owned,Major Delay,Married,Male,0
22,40000,957779,48,0,768,0,8,0.4988,1.9954,Business Owner,Private MNC,Personal Loan,Metro,Owned,Clean,Divorced,Female,1
29,15000,758074,84,2000,572,4,7,0.735,4.2115,Salaried,Private Indian,Education Loan,Tier 2,Parental,Clean,Single,Female,0
48,25000,1820971,240,2000,687,1,7,0.3835,6.0699,Salaried,Public Sector,Education Loan,Tier 1,Parental,Major Delay,Divorced,Female,0
51,25000,2170966,48,20000,675,2,13,2.6091,7.2366,Salaried,Private Indian,Vehicle Loan,Tier 2,Owned,Minor Delay,Widowed,Male,0
54,8000,2302313,48,2000,639,0,7,5.0,23.9824,Self Employed,Public Sector,Education Loan,Metro,Company Provided,Clean,Widowed,Male,0
35,15000,2089242,60,20000,595,3,1,3.6547,11.6069,Salaried,Private MNC,Education Loan,Metro,Rented,Clean,Single,Male,0
45,40000,2596199,36,5000,548,3,5,1.9279,5.4087,Self Employed,Private Indian,Business Loan,Metro,Rented,Serious Default,Married,Male,0
56,15000,1180249,24,20000,596,3,4,4.6118,6.5569,Salaried,Private Indian,Business Loan,Tier 2,Parental,Clean,Married,Female,0
28,25000,1674804,240,10000,693,3,5,0.6791,5.5827,Freelancer,Startup,Personal Loan,Tier 2,Company Provided,Clean,Married,Female,0
29,25000,2233948,12,10000,747,3,7,5.0,7.4465,Retired,Government,Education Loan,Tier 2,Parental,Clean,Widowed,Female,0
57,60000,1135052,60,5000,828,0,4,0.3986,1.5765,Student,Public Sector,Home Loan,Tier 1,Rented,Clean,Married,Female,1
59,40000,2042363,60,10000,726,1,11,1.101,4.2549,Business Owner,Private MNC,Education Loan,Tier 2,Rented,Clean,Divorced,Male,0
52,40000,2804281,180,0,747,1,15,0.3895,5.8423,Business Owner,Not Applicable,Education Loan,Tier 3,Company Provided,Clean,Divorced,Male,1
37,40000,2451574,84,20000,828,3,8,1.2296,5.1074,Business Owner,Startup,Personal Loan,Tier 2,Rented,Major Delay,Married,Female,0
55,40000,1276642,84,5000,727,1,11,0.505,2.6597,Retired,Startup,Home Loan,Tier 2,Rented,Clean,Married,Female,1
57,8000,2078978,84,2000,778,2,3,3.3437,21.656,Unemployed,Government,Personal Loan,Tier 2,Company Provided,Minor Delay,Widowed,Male,0
39,90000,1900642,48,35000,669,1,12,0.8289,1.7599,Salaried,Not Applicable,Education Loan,Tier 2,Rented,Major Delay,Single,Female,0
64,15000,2907547,12,20000,757,4,14,5.0,16.153,Business Owner,Private MNC,Home Loan,Tier 3,Parental,Minor Delay,Widowed,Male,0
49,25000,176259,36,10000,716,3,14,0.5958,0.5875,Salaried,Not Applicable,Education Loan,Tier 2,Parental,Major Delay,Widowed,Male,0
27,60000,1502757,84,0,680,4,5,0.2982,2.0872,Business Owner,NGO,Personal Loan,Metro,Parental,Minor Delay,Single,Female,1
48,25000,888628,60,35000,823,4,14,1.9924,2.9621,Freelancer,Public Sector,Personal Loan,Tier 2,Parental,Clean,Divorced,Female,0
29,90000,1459399,12,10000,603,3,16,1.4624,1.3513,Unemployed,Private Indian,Business Loan,Tier 2,Owned,Clean,Single,Female,0
48,40000,1277933,60,5000,631,0,5,0.6575,2.6624,Unemployed,Government,Home Loan,Tier 3,Rented,Clean,Married,Male,0
26,90000,593708,24,20000,794,1,11,0.4971,0.5497,Salaried,Private Indian,Business Loan,Metro,Rented,Clean,Divorced,Female,1
49,60000,842650,12,0,777,2,5,1.1703,1.1703,Student,Startup,Home Loan,Tier 3,Parental,Serious Default,Divorced,Male,0
37,150000,174283,48,0,701,0,1,0.0242,0.0968,Student,Private Indian,Vehicle Loan,Tier 1,Rented,Minor Delay,Married,Female,1
36,90000,493108,84,5000,727,2,6,0.1208,0.4566,Student,Public Sector,Home Loan,Tier 3,Owned,Minor Delay,Single,Female,1
43,90000,2876543,120,0,741,3,5,0.2663,2.6635,Self Employed,NGO,Education Loan,Tier 2,Owned,Clean,Married,Female,1
51,60000,2377613,240,5000,729,1,7,0.2484,3.3022,Self Employed,Public Sector,Home Loan,Tier 3,Owned,Minor Delay,Divorced,Male,1
